minute_id,date,year,institution,keyword,context_snippet,is_climate_change,raw_llm_response
853,2020-07-12,,Sveriges Riksbank,climate risk,"ring and reporting 

greenhouse gas emissions associated with the purchase of corporate bonds also helps us to have 

a high degree of transparency in our measures. This also highlights the importance of better data 

at the company level related to climate risks. For more information about the Riksbank’s climate 

transition strategy and compliance with our mandate, I warmly recommend the article in the 

draft Monetary Policy Report.  

In summary, I would like to stress that I see a need for expansionary",True,Yes
857,2021-06-12,,Sveriges Riksbank,climate change,", we need to continue to develop 

the inflation forecasts. Let me mention three areas that I think will be particularly important in 

the coming years that were not as much in the spotlight a few years ago: the long-term effects of 

the pandemic, climate change and fiscal policy.   

First, the short-term effects of the pandemic on measuring inflation, restrictions and supply 

disruptions are well analysed. These will fade over time. However, my assessment is that the 

pandemic will also lead to changed ",True,Yes
857,2021-06-12,,Sveriges Riksbank,carbon tax,"that more frequent extreme weather leads to higher food and energy prices.8 In the 

coming years, it is possible that policy measures needed to address climate change may also have 

an impact on inflation, for example by more countries introducing carbon taxes and/or emissions 

trading. Inflation may also become more volatile and difficult to forecast as more countries and 

sectors are affected by both extreme weather and policies to mitigate climate change.9   

Third, in a world of low global real i",True,yes
858,2021-09-30,,Sveriges Riksbank,climate change," areas. Investments in the build-up of capital – both human capital and 

physical capital – will probably pay a high return, given today’s low interest rates. Also on the list 

of essential investments, we need investments to manage and counteract climate change. 

I shall conclude by summarising my views on the direction for monetary policy. The average rate 

for CPIF inflation in the past 20 years has been around 1.5 per cent. With this background: the 

fact that inflation is now according to our foreca",True,Yes
859,2021-10-05,,Sveriges Riksbank,climate risk,"ossibilities for remote working.  

This is an example of how the pandemic has accelerated trends that were already underway 

before the crisis. Other examples are digitalisation of the services sector, increased e-Commerce 

and a greater focus on climate risks and green transition. How these structural changes affect 

growth, the labour market and inflation will be important to analyse in order to make an accurate 

forecast for the Swedish economy and inflation in the years to come.  

Allow me to summ",True,Yes
865,2022-11-07,,Sveriges Riksbank,climate change,"t concerns the risks in the near term and what these mean for the forecast. 

Sweden and Europe are facing a tough autumn and winter. Global developments are currently 

characterised by a protracted war in Ukraine, lockdowns in China and effects of climate change in 

the form of heatwaves, floods and fires. This affects energy and food supply, risks driving up 

energy and food prices further and creating uncertainty about global value chains. All these 

factors suggest that we need to be prepared for low ",True,Yes
865,2022-11-07,,Sveriges Riksbank,greenhouse gas,"l for a decision on asset purchases in 

the second half of 2022 in greater detail. The annex also contains a proposal for a decision that 

the Riksbank shall only purchase corporate bonds issued by companies that report their annual 

emissions of greenhouse gases in accordance with the recommendations of the Task Force on 

Climate-related Financial Disclosures. It is proposed that this decision will apply from 1 

September 2022.  

§3b. The economic situation and monetary policy  

Deputy Governor Anna B",True,Yes
866,2023-02-10,,Sveriges Riksbank,climate change,"ide, 
meaning that the risk that inflation will be higher than forecast is greater than the 
risk it will be lower. The risk outlook includes continued high core inflation, a weak 
krona, a slowdown in China, the difficult geopolitical situation and climate change 
that may push up energy and food prices. When we are coming from a situation 

19 

 
with high inflation, it is more problematic if inflation is higher than forecast than 
the reverse (see alternative scenarios in Chapter 1 of the draft report). ",True,Yes
904,2021-08-20,,Reserve Bank of India,climate change,". However, the spatial and temporal distribution of monsoon this season has been sub-par. While sowing deficiency that was large in early July has been largely bridged, some adverse impact on yields and outturn can emerge. These risks can magnify if climate changes cause a repeat of weather disruptions as has often happened of late with unseasonal rains affecting some horticulture crops. Second, the IIP in Q1 of 2021-22 is likely to remain below the pre-pandemic average for fiscal year 2019-20 as is already k",True,Yes
905,2021-10-22,,Reserve Bank of India,fossil fuel,"al subsidies and widen CAD by about 0.25% of GDP. Unless cooperative solutions are found, the underlying gas shortages in Europe are going to get worse in the winters and as they might enervate climate change commitments. The increased dependence on fossil fuels can structurally lift energy inflation and its passthrough to general price level. High imported coal prices are already affecting power generation in some coastal plants in India. Chips delivery time has gone up to 21 weeks from 12 weeks in the pr",True,Yes
905,2021-10-22,,Reserve Bank of India,coal,hortages in Europe are going to get worse in the winters and as they might enervate climate change commitments. The increased dependence on fossil fuels can structurally lift energy inflation and its passthrough to general price level. High imported coal prices are already affecting power generation in some coastal plants in India. Chips delivery time has gone up to 21 weeks from 12 weeks in the pre-pandemic period. Automakers are compelled to cut down production. Container freight rates are still o,True,Yes
1409,2019-11-20,,Federal Reserve,climate change," of participants indicated that market participants may be overly optimistic in the pricing of risk for corporate debt. A couple of participants judged that the monitoring of financial stability vulnerabilities should also encompass risks related to climate change.

In their consideration of the monetary policy options at this meeting, most participants believed that a reduction of 25 basis points in the target range for the federal funds rate would be appropriate. In discussing the reasons for such a decisio",True,Yes
1418,2020-11-25,,Federal Reserve,climate change,"t rates and highly accommodative financial market conditions could lead to excessive risk-taking, which in turn could result in elevated firm bankruptcies and significant employment losses in the next economic downturn. A few participants noted that climate change poses important challenges to financial stability and welcomed analysis of climate change as both a source of shocks and an underlying vulnerability. A couple of participants commented that the actions taken by the Federal Reserve to support the eco",True,Yes
1426,2021-11-24,,Federal Reserve,carbon emissions,"es (EMEs). In several EMEs, public health restrictions were reinstated, resulting in factory closures. Moreover, Chinese manufacturing output was curtailed by the rationing of electricity amid a coal shortage resulting in part from policies to lower carbon emissions. In contrast to EMEs, advanced foreign economies (AFEs) generally continued to recover at a solid pace in the third quarter, as the boost from the further reopening of high-contact services activity was only partially offset by the drag from bottlen",True,yes
1436,2023-02-22,,Federal Reserve,climate change,"connections to the banking system thus far, consistent with the risks associated with many of these activities. Several participants discussed the value of the Federal Reserve taking additional steps to understand the potential risks associated with climate change or to assess the materiality of such risks in the context of carrying out its responsibilities to evaluate risks in the banking system and broader financial system. A number of participants stressed that a drawn-out period of negotiations to raise t",True,yes
1449,2023-12-28,,People's Bank of China,carbon neutral," modern industrial system. Adhere to the ""two unswerving"" and continue to do a good job in financial services to support the development and growth of the private economy. Improve the green financial system with the goal of promoting carbon peak and carbon neutrality. Optimize consumer financial services in the field of bulk consumer goods and social services, and continue to increase financial support for enterprises to stabilize and expand their jobs and key groups to start businesses and employment. Accord",True,Yes
1449,2023-12-28,,People's Bank of China,carbon neutrality," modern industrial system. Adhere to the ""two unswerving"" and continue to do a good job in financial services to support the development and growth of the private economy. Improve the green financial system with the goal of promoting carbon peak and carbon neutrality. Optimize consumer financial services in the field of bulk consumer goods and social services, and continue to increase financial support for enterprises to stabilize and expand their jobs and key groups to start businesses and employment. According",True,Yes
1449,2023-12-28,,People's Bank of China,green finance," focus on their main responsibilities and main businesses, support banks to replenish capital, and jointly maintain the stable development of the financial market. We will do a good job in the ""five major articles"" of science and technology finance, green finance, inclusive finance, pension finance and digital finance, implement the existing structural monetary policy tools, implement the re-lending and re-discounting quota, continue to increase support for inclusive finance, green transformation, scientific",True,Yes
1450,2023-09-27,,People's Bank of China,carbon neutral,"nancial institutions to increase medium and long-term loans for the manufacturing industry, and support the acceleration of the construction of a modern industrial system. Improve the green financial system with the goal of promoting carbon peak and carbon neutrality. Optimize consumer financial services in the field of bulk consumer goods and social services, and continue to increase financial support for enterprises to stabilize and expand their jobs and key groups to start businesses and employment. Due to",True,Yes
1450,2023-09-27,,People's Bank of China,carbon neutrality,"nancial institutions to increase medium and long-term loans for the manufacturing industry, and support the acceleration of the construction of a modern industrial system. Improve the green financial system with the goal of promoting carbon peak and carbon neutrality. Optimize consumer financial services in the field of bulk consumer goods and social services, and continue to increase financial support for enterprises to stabilize and expand their jobs and key groups to start businesses and employment. Due to th",True,yes
1451,2023-06-30,,People's Bank of China,carbon neutral,"nancial institutions to increase medium and long-term loans for the manufacturing industry, and support the acceleration of the construction of a modern industrial system. Improve the green financial system with the goal of promoting carbon peak and carbon neutrality. Optimize consumer financial services in the field of bulk consumer goods and social services, and continue to increase financial support for enterprises to stabilize and expand their jobs and key groups to start businesses and employment. Accord",True,Yes
1451,2023-06-30,,People's Bank of China,carbon neutrality,"nancial institutions to increase medium and long-term loans for the manufacturing industry, and support the acceleration of the construction of a modern industrial system. Improve the green financial system with the goal of promoting carbon peak and carbon neutrality. Optimize consumer financial services in the field of bulk consumer goods and social services, and continue to increase financial support for enterprises to stabilize and expand their jobs and key groups to start businesses and employment. According",True,yes
1452,2023-04-14,,People's Bank of China,carbon neutral,"industrial system, and strive to make financial support for private enterprises compatible with the contribution of private enterprises to economic and social development. Improve the green financial system with the goal of promoting carbon peak and carbon neutrality. Optimize consumer financial services in the field of bulk consumer goods and social services, and continue to increase financial support for enterprises to stabilize and expand their jobs and key groups to start businesses and employment. Effect",True,Yes
1452,2023-04-14,,People's Bank of China,carbon neutrality,"industrial system, and strive to make financial support for private enterprises compatible with the contribution of private enterprises to economic and social development. Improve the green financial system with the goal of promoting carbon peak and carbon neutrality. Optimize consumer financial services in the field of bulk consumer goods and social services, and continue to increase financial support for enterprises to stabilize and expand their jobs and key groups to start businesses and employment. Effective",True,Yes
1453,2022-12-30,,People's Bank of China,carbon neutral,"a modern industrial system, and strive to achieve financial support for private enterprises and the contribution of private enterprises to economic and social development. Improve the green financial system with the goal of promoting carbon peak and carbon neutrality. Optimize consumer financial services in the field of bulk consumer goods and social services, and continue to increase financial support for enterprises to stabilize and expand their jobs and key groups to start businesses and employment. We wil",True,yes
1453,2022-12-30,,People's Bank of China,carbon neutrality,"a modern industrial system, and strive to achieve financial support for private enterprises and the contribution of private enterprises to economic and social development. Improve the green financial system with the goal of promoting carbon peak and carbon neutrality. Optimize consumer financial services in the field of bulk consumer goods and social services, and continue to increase financial support for enterprises to stabilize and expand their jobs and key groups to start businesses and employment. We will d",True,Yes
1453,2022-12-30,,People's Bank of China,coal,"lly stable. Structural monetary policy tools should continue to do a good job of ""addition"", strengthen support for key areas, weak links and industries affected by the epidemic, implement special re-lending to support the clean and efficient use of coal, scientific and technological innovation, inclusive pension, transportation and logistics, equipment renovation and transformation, inclusive small and micro loan support tools, and carbon emission reduction support tools, and implement comprehensiv",True,Yes
1454,2022-09-29,,People's Bank of China,carbon neutral,"izing the industrial chain and supply chain, and strive to make financial support for private enterprises compatible with the contribution of private enterprises to economic and social development, so as to promote the realization of carbon peak and carbon neutrality as the goal of improving the green financial system. Optimize consumer financial services in the field of bulk consumer goods and social services, and continue to increase financial support for enterprises to stabilize and expand their jobs and k",True,Yes
1454,2022-09-29,,People's Bank of China,carbon neutrality,"izing the industrial chain and supply chain, and strive to make financial support for private enterprises compatible with the contribution of private enterprises to economic and social development, so as to promote the realization of carbon peak and carbon neutrality as the goal of improving the green financial system. Optimize consumer financial services in the field of bulk consumer goods and social services, and continue to increase financial support for enterprises to stabilize and expand their jobs and key ",True,yes
1454,2022-09-29,,People's Bank of China,coal,"support for key areas, weak links and industries affected by the epidemic, support financial institutions to issue loans for equipment renovation and transformation in key areas such as manufacturing, implement support for clean and efficient use of coal, scientific and technological innovation, inclusive pension, transportation and logistics special re-lending and inclusive small and micro loan support tools, carbon emission reduction support tools, and comprehensive policies to support regional co",True,Yes
1455,2022-06-29,,People's Bank of China,carbon neutral,"izing the industrial chain and supply chain, and strive to make financial support for private enterprises compatible with the contribution of private enterprises to economic and social development, so as to promote the realization of carbon peak and carbon neutrality as the goal of improving the green financial system. Safeguard the legitimate rights and interests of housing consumers, better meet the reasonable housing needs of home buyers, and promote the healthy development and virtuous cycle of the real e",True,yes
1455,2022-06-29,,People's Bank of China,carbon neutrality,"izing the industrial chain and supply chain, and strive to make financial support for private enterprises compatible with the contribution of private enterprises to economic and social development, so as to promote the realization of carbon peak and carbon neutrality as the goal of improving the green financial system. Safeguard the legitimate rights and interests of housing consumers, better meet the reasonable housing needs of home buyers, and promote the healthy development and virtuous cycle of the real esta",True,Yes
1455,2022-06-29,,People's Bank of China,coal,"ools should actively do a good job of ""addition"", make precise efforts, increase support for inclusive small and micro loans, support small and medium-sized enterprises to stabilize employment, make good use of support for clean and efficient use of coal, scientific and technological innovation, inclusive pension, special re-lending for transportation and logistics, and carbon emission reduction support tools, comprehensively implement policies to support regional coordinated development, and guide ",True,Yes
1456,2022-03-30,,People's Bank of China,carbon neutral,"g-term loans for the manufacturing industry, and strive to make financial support for private enterprises compatible with the contribution of private enterprises to economic and social development, so as to promote the realization of carbon peak and carbon neutrality as the goal of improving the green financial system. Safeguard the legitimate rights and interests of housing consumers, better meet the reasonable housing needs of home buyers, and promote the healthy development and virtuous cycle of the real e",True,Yes
1456,2022-03-30,,People's Bank of China,carbon neutrality,"g-term loans for the manufacturing industry, and strive to make financial support for private enterprises compatible with the contribution of private enterprises to economic and social development, so as to promote the realization of carbon peak and carbon neutrality as the goal of improving the green financial system. Safeguard the legitimate rights and interests of housing consumers, better meet the reasonable housing needs of home buyers, and promote the healthy development and virtuous cycle of the real esta",True,Yes
1456,2022-03-30,,People's Bank of China,coal,"efforts, make good use of inclusive small and micro loan support tools, increase re-lending to support agriculture and small enterprises, implement carbon emission reduction support tools and support special re-lending for clean and efficient use of coal, implement comprehensive policies to support regional coordinated development, and guide financial institutions to increase support for small and micro enterprises, scientific and technological innovation, and green development. Deepen the supply-si",True,Yes
1457,2021-12-25,,People's Bank of China,carbon neutral,"g-term loans for the manufacturing industry, and strive to make financial support for private enterprises compatible with the contribution of private enterprises to economic and social development, so as to promote the realization of carbon peak and carbon neutrality as the goal of improving the green financial system. Safeguard the legitimate rights and interests of housing consumers, better meet the reasonable housing needs of home buyers, and promote the healthy development and virtuous cycle of the real e",True,yes
1457,2021-12-25,,People's Bank of China,carbon neutrality,"g-term loans for the manufacturing industry, and strive to make financial support for private enterprises compatible with the contribution of private enterprises to economic and social development, so as to promote the realization of carbon peak and carbon neutrality as the goal of improving the green financial system. Safeguard the legitimate rights and interests of housing consumers, better meet the reasonable housing needs of home buyers, and promote the healthy development and virtuous cycle of the real esta",True,yes
1457,2021-12-25,,People's Bank of China,coal,"y into market-oriented policy tools to support inclusive small and micro enterprises and individual industrial and commercial households, implement carbon emission reduction support tools and support special re-lending for clean and efficient use of coal, implement comprehensive policies to support regional coordinated development, and guide financial institutions to increase support for small and micro enterprises, scientific and technological innovation, and green development. Deepen the supply-si",True,yes
1458,2021-09-27,,People's Bank of China,carbon neutral,"private enterprises is compatible with the contribution of private enterprises to economic and social development, and orderly promote the implementation of carbon emission reduction support tools, so as to promote the realization of carbon peak and carbon neutrality as the goal of improving the green financial system. Maintain the healthy development of the real estate market and safeguard the legitimate rights and interests of housing consumers. Promote high-level two-way financial opening-up, and improve e",True,yes
1458,2021-09-27,,People's Bank of China,carbon neutrality,"private enterprises is compatible with the contribution of private enterprises to economic and social development, and orderly promote the implementation of carbon emission reduction support tools, so as to promote the realization of carbon peak and carbon neutrality as the goal of improving the green financial system. Maintain the healthy development of the real estate market and safeguard the legitimate rights and interests of housing consumers. Promote high-level two-way financial opening-up, and improve econ",True,Yes
1459,2021-06-28,,People's Bank of China,carbon neutral,"to achieve financial support for private enterprises and the contribution of private enterprises to economic and social development, and study the establishment of carbon emission reduction support tools to promote the realization of carbon peak and carbon neutrality as the goal of improving the green financial system. Promote high-level two-way financial opening-up, and improve economic and financial management capabilities and risk prevention and control capabilities under the conditions of opening up.
The ",True,Yes
1459,2021-06-28,,People's Bank of China,carbon neutrality,"to achieve financial support for private enterprises and the contribution of private enterprises to economic and social development, and study the establishment of carbon emission reduction support tools to promote the realization of carbon peak and carbon neutrality as the goal of improving the green financial system. Promote high-level two-way financial opening-up, and improve economic and financial management capabilities and risk prevention and control capabilities under the conditions of opening up.
The mee",True,Yes
1460,2021-03-25,,People's Bank of China,carbon neutral,"eve financial support for private enterprises and the contribution of private enterprises to economic and social development, support regional coordinated development, and improve the green financial system with the goal of promoting carbon peak and carbon neutrality. Promote high-level two-way financial opening-up, and improve economic and financial management capabilities and risk prevention and control capabilities under the conditions of opening up.
The meeting emphasized that it is necessary to be guided",True,Yes
1460,2021-03-25,,People's Bank of China,carbon neutrality,"eve financial support for private enterprises and the contribution of private enterprises to economic and social development, support regional coordinated development, and improve the green financial system with the goal of promoting carbon peak and carbon neutrality. Promote high-level two-way financial opening-up, and improve economic and financial management capabilities and risk prevention and control capabilities under the conditions of opening up.
The meeting emphasized that it is necessary to be guided by",True,yes
1461,2020-12-29,,People's Bank of China,carbon neutral,"um and long-term loans in the manufacturing industry, and strive to achieve financial support for private enterprises and the contribution of private enterprises to economic and social development, so as to promote the realization of carbon peak and carbon neutrality as the goal of improving the green financial system. Innovation-driven, high-quality supply leads and creates new demand, and accelerates the construction of a new development pattern with the domestic cycle as the main body and the domestic and ",True,yes
1461,2020-12-29,,People's Bank of China,carbon neutrality,"um and long-term loans in the manufacturing industry, and strive to achieve financial support for private enterprises and the contribution of private enterprises to economic and social development, so as to promote the realization of carbon peak and carbon neutrality as the goal of improving the green financial system. Innovation-driven, high-quality supply leads and creates new demand, and accelerates the construction of a new development pattern with the domestic cycle as the main body and the domestic and int",True,Yes
1759,2024-05-23,,Bank of Mexico,climate change,"s the changes to be incorporated 
in recent years in the global economy and in the 
and that could have generated 
structural changes, in addition to others that are 
have become more relevant to understanding 
of price formation, as is the case of 
climate change, and that have implied less 
precision. This will contribute to a more 
of the price stability objective in 
benefit of the population, especially the 
poorer. persistence 

a greater 

One member noted that the current process 
disinflationary is c",True,Yes
1760,2024-04-04,,Bank of Mexico,climate change," the presidential elections 
in Mexico and the United States they could also 
affect the trajectory of inflation. Root of 

of 

Most highlighted the risks associated with 
water scarcity and climatic effects. One argued that crashes related to the 
climate change have been increasingly severe and 
and that their adverse effects on the 
prices have been higher. As an additional risk, 
He noted that non-core inflation could 
be above the expected and very close to 
their average levels. In particular, he added",True,Yes
1781,2021-08-26,,Bank of Mexico,climate change,"Infrastructure, Investment and Employment Program 
which contemplates investments of around 1.2 
trillion dollars over the next 8 years, as well as 
such as the discussion of a budget proposal 
for about $3.5 billion directed to 
social programs and climate change. In the event of 
that the legislation of the Infrastructure Program 
be ratified by the House of Representatives, and 
that the budget proposal for social spending 

residential contracted and 
Followed 

11 

20253035404550556065201520162017201820",True,yes
1803,2019-01-03,,Bank of Mexico,climate change," due to a 
exchange rate trajectory more depreciated than 
and higher prices of agricultural products, 
particularly, fruits and vegetables. One of them 
specified that the upward revision of prices in 
these categories – the result of affectations 
climate change—partially compensates for the drop in 
energy prices. Another added to the factors 
that affect inflation forecasts on 
recent increase in minimum wages. the 

uncertainty 

The majority of members considered that the 
balance of risks with respect ",True,Yes
1808,2018-05-31,,Bank of Mexico,climate change,"adjusted figures. Source: Bureau of Economic Analysis. Industrial production in the United States increased 
0.7% at a monthly rate in April. This expansion 
was due to the continuous recovery of supply 
of electricity and gas, after the conditions 
climate change will normalize after the temperatures 
unusually warm temperatures that were recorded in the early 
of the year and that contributed to lower demand 
for heating, as well as for the continuous strength 
of mining-related activity 
of oil and gas. In",True,Yes
1808,2018-05-31,,Bank of Mexico,oil and gas,"
climate change will normalize after the temperatures 
unusually warm temperatures that were recorded in the early 
of the year and that contributed to lower demand 
for heating, as well as for the continuous strength 
of mining-related activity 
of oil and gas. In addition, manufactures 
expanded significantly in that month, 
due, to a large extent, to the strong expansion of 
the production of equipment, suggesting that the 
slowdown in investment in this area in the 
The first quarter of the year could ",True,Yes
1895,2022-01-04,,National Bank of Poland,climate policy,"ember its prices 

were 5 times higher than the year before.  It was emphasized that in Europe an additional 

A factor increasing the prices of energy carriers are very high prices of allowances 

CO2 emissions related to the tightening of the EU's climate policy.  Simultaneously 

disruptions in global supply chains are prolonged, and transport prices 

international level are still elevated.  According to the members of the Council, the 

factors, together with a strong recovery in demand, are contributing",True,Yes
1896,2021-12-08,,National Bank of Poland,climate policy,"n 

natural gas supply. At the same time, in Europe, in addition to the jumping and very 

strong increase in gas prices, the factor driving up energy prices is a very strong 

an increase in the prices of CO2 emission allowances related to the EU's climate policy.  

Council members pointed out that high commodity prices, combined with the prolongation of the 

disruptions in the functioning of global supply chains and the still high levels of 

international transport prices, contribute to a marked increase",True,yes
1899,2021-09-08,,National Bank of Poland,carbon footprint," target in the coming quarters. Part 

members of the Council pointed out that the long-term factor increasing inflation 

climate policy measures that can permanently drive up not only prices 

energy, but also other goods containing the so-called  carbon footprint.  It was pointed out that 

at the same time, that the possible realisation of the risks associated with the pandemic could 

economic growth in the coming quarters, and thus also demand pressure 

on prices. 

Some members of the Council drew atten",True,yes
1899,2021-09-08,,National Bank of Poland,climate policy,"months.  In their view, the risk that inflation will not be able to 

will return to the range of deviations from the inflation target in the coming quarters. Part 

members of the Council pointed out that the long-term factor increasing inflation 

climate policy measures that can permanently drive up not only prices 

energy, but also other goods containing the so-called  carbon footprint.  It was pointed out that 

at the same time, that the possible realisation of the risks associated with the pandemic co",True,yes
1903,2021-04-07,,National Bank of Poland,climate policy,"point to a decrease in inflation 
in 2022 to a level close to 2.5%. These members indicated that in other cases they had also 
countries should be expected to increase inflation in the near future.  

Some members of the Council argued that the EU's climate policy was mainly 
European Union, resulting in m.in.  a significant increase in the prices of CO2 emission allowances, may 
higher energy prices also in 2022 and thus have a more sustainable impact on the 
impact on the development of the CPI index in Pol",True,yes
1932,2018-10-03,,National Bank of Poland,carbon dioxide,"f of 2019 will be higher than it is now. Members 
The Councils pointed out that the increase in inflation will mainly be driven by higher energy prices related to the 
higher prices of energy resources, as well as more expensive emission allowances 
carbon dioxide. According to some Council members, the increase in fuel prices may be 
The introduction of an emission fee from next year will also have an impact.  Extra 
A factor conducive to higher inflation will also be the expected higher 
annual dynamics of ",True,yes
1997,2012-11-07,,National Bank of Poland,climate change," some of these Council members, in addition to the 
volatility of food and energy prices on global markets, a source of uncertainty for the 
inflation package, which is more severe than assumed in the projection, remains the scale of the 
energy and climate change on energy prices in Poland.  Similarly difficult to assess is – their 
the scale of the impact of changes in the price conditions of gas supplies imported to Poland on the 
possible decrease in domestic energy prices.  

Regarding the current and fu",True,yes
2094,2021-11-25,,Central Bank of Turkey,climate change,"ronmental risks, the CBRT aims to ensure that monetary policy is based on 

Sustainable finance practices in a long-term way without causing a change in their goals. 
Within the scope of the decision to support it as a policy, the ""Green Economy and Climate Change Directorate"" 
It has decided to establish a new unit under the name of The unit in question is expected to be responsible for climate change. 
identify vulnerabilities and opportunities that may arise within the financial system, and 
It is aimed to",True,Yes
2094,2021-11-25,,Central Bank of Turkey,sustainable finance,"22 

3 

Await. The Board approved the use of the limited space implied by these impacts in December 
will evaluate completion. 

17. In order to limit climate and other environmental risks, the CBRT aims to ensure that monetary policy is based on 

Sustainable finance practices in a long-term way without causing a change in their goals. 
Within the scope of the decision to support it as a policy, the ""Green Economy and Climate Change Directorate"" 
It has decided to establish a new unit under the name of The unit ",True,Yes
2094,2021-11-25,,Central Bank of Turkey,green economy,"ate and other environmental risks, the CBRT aims to ensure that monetary policy is based on 

Sustainable finance practices in a long-term way without causing a change in their goals. 
Within the scope of the decision to support it as a policy, the ""Green Economy and Climate Change Directorate"" 
It has decided to establish a new unit under the name of The unit in question is expected to be responsible for climate change. 
identify vulnerabilities and opportunities that may arise within the financial system, ",True,Yes
2095,2021-10-28,,Central Bank of Turkey,sustainable finance,"ue to supply-side incidental factors 
It was assessed by the Board that there was limited room for correction until the end of the year. 

17. The Committee also considers that monetary policy in order to limit climate and other environmental risks 
Sustainable finance practices for a long time without leading to a change in its main objectives 
It has decided to support it as a term policy. 

18. Inflation in the short run, mainly commodity prices and administered prices. 

It is expected to follow a volatile cou",True,yes
2289,2021-09-03,,Bank of Thailand,greenhouse gas,"nsidered appropriate to monitor the development.
Inner calf

At a high level continuously.

It is likely to be high.
at a high level for more than a year.

O
-3- 

According to the

Sorry
Less than expected from the investment in oil rigs.
Reducing greenhouse gas emissions

In the long term, if global energy demand continues to rise.
Adjustment
Sorry
Countries to
It is estimated that it will affect domestic energy prices. Anyway
Price mechanism.
Electricity bill Height adjustment
of the
Including various fac",True,Yes
2299,2023-04-24,,Bank of Thailand,climate change,"ommittee agreed that inflation is still low.

Worse than in the past. Passing on costs can be substantial.

It is expected to be viscous. 
From the
Operators
(persistence)
from the expansion of
will try to adjust
In the
Economy and Stimulus Measures
Climate change will result in the price of fresh food products being very viscous.
Ahead of the problem of elimination
It may cause drought problems.
T
Often.
The price may be high.
N
Sorry
Severe and longer than the past.

and difficult to decrease, such as the E",True,yes
2579,2023-01-23,,National Bank of Romania,energy transition,"articular those related to the Next Generation EU programme, which is conditional on the fulfilment of strict targets and milestones in the implementation of projects, but is essential for carrying out the necessary structural reforms, including the energy transition, as well as for counterbalancing, at least partially, the contractionary impact of supply-side shocks,  amplified by the war in Ukraine and the tightening of international economic and financial conditions. 
However, major uncertainties and risks al",True,Yes
2582,2022-08-19,,National Bank of Romania,energy transition,"tional on the fulfilment of strict targets and milestones in the implementation of approved projects, the members of the Council have stressed on several occasions, but it is essential for carrying out the necessary structural reforms, including the energy transition, as well as for counterbalancing, at least partially, the contractionary impact of supply-side shocks,  amplified by the war in Ukraine. The absorption and maximum use of these funds are vital in the current conjuncture, several members of the Counc",True,Yes
2583,2022-07-18,,National Bank of Romania,energy transition,", making the most of the European funds allocated to Romania, especially those related to the Next Generation EU program, is vital, the members of the Council argued, attracting them being essential for accelerating structural reforms, including the energy transition – given the nature of the conditionalities attached to the process – but also to counterbalance, at least partially, the contractionary impact of the large global shocks on the supply side,  as well as the effects of fiscal consolidation.
However, t",True,Yes
3148,2011-03-11,,Central Bank of Colombia,climate change,"veral of these goods. 
With regard to supply, the climatic problems present since the middle of the 
of the previous year, and recent political developments have contributed to the 
increase in these prices.  In this context, the shock is likely to 
climate change will be diluted over the course of the year. In the case of those of demand, their 
duration may be longer since they are due to associated structural factors 
with the expected good performance of emerging economies. 

4

In this context of good gl",True,yes
3164,2009-11-06,,Central Bank of Colombia,climate change," among the members of the Board are 
focused on the following aspects: (i) the elements that affect the 
inflation projections for 2009 and 2010, especially a possible rebound 
in the prices of regulated goods and food due to the phenomenon 
El Niño climate change; (ii) the lagged effect of monetary policy measures 
on production and prices; (iii) the growth projections of the 
economy for the remainder of the year and 2010 with a more 
weak than projected and a lower fiscal impulse next year;    (iv) the 
A ",True,Yes
