minute_id,date,year,institution,keyword,context_snippet,is_climate_change,raw_response
121,2017-04-04,,Reserve Bank of Australia,coal,"tentions of the business sector had risen sharply. The
							risk of more protectionist policies remained, which could harm growth, but it was unclear
							what form these policies might take.
						

							The prices of iron ore, oil and coking coal had declined since the previous meeting, but
							remained well above the lows of 2016. Other commodity prices had been little changed over
							the prior month. Members noted that the damage caused by Cyclone Debbie was likely to
							disrupt",False,No
122,2017-03-07,,Reserve Bank of Australia,coal,"nt over the second half of 2016 and were
						expected to rise again in the March quarter. In February, prices for iron ore, base metals and
						crude oil had all reached their highest level in more than a year, although the price of coking
						coal had fallen from its peak in November. Some reversal in the terms of trade was still
						expected, although the recent improvement in global demand suggested that higher commodity
						prices could be more persistent than previously anticipated. M",False,no
123,2017-02-07,,Reserve Bank of Australia,coal,"d 2009,
						there was still spare capacity in many economies in the region.
					

						Members observed that there had been a broad-based increase in global commodity prices since the
						previous meeting. The exception was the price of coking coal, which had fallen sharply from very
						high levels, as temporary disruptions to Australian supply had been resolved and the Chinese
						authorities had eased some of the restrictions on Chinese coal production. As a result of these
						commod",False,No
124,2018-12-04,,Reserve Bank of Australia,coal,"bal trade and concerns about Chinese demand had been reflected in lower commodity
					prices over preceding weeks. Iron ore prices had followed the recent decline in Chinese steel
					prices, returning to levels previously seen in mid 2018. Coking coal prices had increased over the
					previous month despite the fall in steel prices. Thermal coal prices had declined slightly, while
					prices of rural commodities and base metals had been little changed.
					

					Members noted that oil prices ",False,No
125,2018-11-06,,Reserve Bank of Australia,coal,"ns.
					

						Commodity prices, in particular those for bulk commodities, had held up by more than had been
						expected over the previous year. In part, this reflected a number of unforeseen disruptions to
						supply, particularly for coking coal. Members noted that, in addition, global steel demand had
						been stronger than anticipated. Oil prices had also risen, which had increased Australia's
						terms of trade. Although Australia is a net importer of oil, Australian exports of lique",False,No
126,2018-10-02,,Reserve Bank of Australia,coal,"rgy make up
						a relatively large share of Chinese households' consumption and that recent disease- and
						weather-related supply problems are likely to result in further increases in food prices.
					

						The prices of iron ore and coking coal had increased since the previous meeting, partly
						reflecting strong demand by Chinese steel producers and reports that the upcoming winter
						restrictions on Chinese steel production might not be as strict as in the previous year. Supply
			",False,No
127,2018-09-04,,Reserve Bank of Australia,coal,"pick-up in growth in housing prices. The authorities in some cities had responded
						by strengthening regulatory measures.
					

						The strength in Chinese crude steel production had supported imports of high-quality iron ore
						and coking coal. In turn, this had supported benchmark steel and iron ore prices, which had
						remained in a relatively tight range since the end of March, although the premiums for
						higher-quality iron ore had increased. Members discussed the variation in ",False,No
128,2018-08-07,,Reserve Bank of Australia,coal,"					contribute to growth over the subsequent year or so, as LNG production continued to ramp up.
					
Commodity prices were little changed over the previous month. Trade tensions had contributed to
						falls in oil and base metals prices. Coking coal prices had fallen, partly as a result of
						Australian supply coming back on line, while prices of iron ore had risen and thermal coal
						prices had remained at a high level. Many rural commodity prices had increased, partly because
						drou",False,No
129,2018-07-03,,Reserve Bank of Australia,renewable energy,"ngth in public infrastructure investment had improved the investment outlook for many
						private sector firms in the construction industry. Members noted that private infrastructure
						investment, including investment in telecommunications and renewable energy, had also increased
						in the March quarter. Data on approvals in recent months suggested that construction of
						non-residential buildings was likely to make a smaller contribution to growth in non-mining
						business investment in future. ",False,No
129,2018-07-03,,Reserve Bank of Australia,coal," period of
						cost-cutting that had led to deferral of some investment. Recent survey measures of business
						conditions had continued to be at levels well above average.
					

						Export volumes had increased strongly in the March quarter. Coal export volumes had rebounded
						following resolution of earlier supply disruptions and LNG exports had risen strongly as
						projects in Western Australia ramped up production. In April, volumes of LNG, iron ore and
						thermal coal exports h",False,No
130,2018-06-05,,Reserve Bank of Australia,renewable energy,"ng the fall following supply disruptions in the December quarter. LNG production
						was expected to contribute to growth over the following year or so before levelling out at a
						high level. Exports of some other resources used extensively in renewable energy generation and
						battery storage, such as copper and lithium, were expected to contribute to growth over this
						period, but to a much smaller extent than had iron ore, coal and LNG in recent years.
					
Concerns about the durability of Chin",False,No
130,2018-06-05,,Reserve Bank of Australia,coal,"vel. Exports of some other resources used extensively in renewable energy generation and
						battery storage, such as copper and lithium, were expected to contribute to growth over this
						period, but to a much smaller extent than had iron ore, coal and LNG in recent years.
					
Concerns about the durability of Chinese steel demand had eased and demand for Australia's bulk
						commodities was expected to remain strong in the near term. This had contributed to a recovery
						in coking coal ",False,No
131,2018-05-01,,Reserve Bank of Australia,coal,"

							Export volumes looked to have recovered somewhat in early 2018, after declining in the
							December quarter. Liquefied natural gas (LNG) exports appeared to have increased strongly as
							production ramped up in Western Australia, and coal export volumes had partially recovered
							from the supply disruptions in late 2017. Members noted that further growth in resource exports
							was expected as the remaining
							LNG projects were completed and additional production capacity ",False,No
132,2018-04-03,,Reserve Bank of Australia,coal,"ing few years. Consistent with this, survey measures indicated that business
						conditions had been around record highs and above average in all industries and states.
					

						Export volumes had fallen in the December quarter. The decline in coal exports was expected to
						reverse gradually over the first half of 2018 as shipments from Queensland recover following a
						number of temporary disruptions. Rural export volumes had fallen as a result of lower crop
						production, which was",False,No
133,2018-03-06,,Reserve Bank of Australia,coal,"rning to commodity prices, members noted that strong demand for high-quality inputs to
						minimise pollution from steel production, as well as buying ahead of the Chinese New Year
						holiday, had contributed to increases in iron ore and coking coal prices over the preceding
						month. However, oil prices had declined modestly and other commodity prices had been little
						changed over that period. At the time of the meeting, there had been little change in commodity
						prices in respons",False,no
134,2018-02-06,,Reserve Bank of Australia,coal,"y had direct effects on headline inflation, both domestically and abroad,
						and that increases in oil prices could have further indirect effects on inflation if higher
						business input costs were passed on. Prices for Australian iron ore and coal had also increased
						significantly in recent months, partly reflecting strong demand in China for high-quality inputs
						for steel production following the introduction of anti-pollution measures by the Chinese
						authorities.
					

					",False,no
135,2019-12-03,,Reserve Bank of Australia,coal,"ommodity prices had been mixed since the previous meeting. The announcement of
						further
						measures to support steel-intensive economic activity in China had supported iron ore prices. At
						the
						same time, reports of a tightening in coal import controls in China had weighed on coking and
						thermal
						coal prices. Base metals prices had generally been lower since the previous meeting. Supply
						developments
						had continued to support the prices of some rural commodities",False,No
136,2019-11-05,,Reserve Bank of Australia,renewable energy,"ought was expected to be temporary, although there was some
				uncertainty around the persistence of these effects. Utilities price inflation was expected to be below
				average over the following few years and could be lower than forecast as more renewable energy capacity
				comes on line. New dwelling inflation was expected to remain subdued until construction activity
				recovers later in the forecast period. Rent inflation was expected to increase from its recent low rate
				given that ongoing populati",False,No
136,2019-11-05,,Reserve Bank of Australia,coal,"consideration for how Australia's
				exports and terms of trade might be affected.
Movements in commodity prices had been mixed since the previous meeting. Iron ore prices had declined
				in response to expectations of lower near-term demand. Oil, coal and base metals prices had increased a
				little in October. Overall, the terms of trade for the September quarter had been revised a little
				higher. They were still expected to decline gradually over the following few years because global deman",False,No
137,2019-10-01,,Reserve Bank of Australia,climate change,"sed non-financial risks facing the financial system. Members noted that cyber
						risks,
						and IT risks more broadly, were increasing as technology systems become more complex and
						embedded in all
						operations. Members also noted that climate change presented a risk to financial institutions.
						While
						extreme weather events were thought unlikely to produce large losses for the financial system as
						a
						whole, at least at present, losses could be larger in future if financial in",True,yes
137,2019-10-01,,Reserve Bank of Australia,coal,"anged. Conditions in housing
						markets also
						appeared to have softened. In response to the slowing in activity, the authorities had announced
						further
						measures to ease policy in September. Chinese demand for imported iron ore and coal had
						increased,
						supported by ongoing investment in infrastructure.
					
The iron ore benchmark price had continued to be volatile since the previous meeting. Members
						noted
						that supply concerns in the iron ore market had eased",False,No
138,2019-09-03,,Reserve Bank of Australia,coal,"r of factors, including
				concerns about the outlook for steel demand in China following the escalation of the disputes between
				the United States and China in early August, lower steel prices and an easing in supply concerns. The
				prices of coal and rural commodities had been somewhat lower over the prior month, while oil and base
				metals prices had been little changed, except where there had been disruptions to the supply of specific
				metals.
Domestic Economic Conditions
The main inf",False,No
139,2019-08-06,,Reserve Bank of Australia,renewable energy,"ined around average. By contrast, non-residential building approvals had trended
				up in recent months and the pipeline of work under way was already quite high. There was also a large
				pipeline of private sector projects to build transport and renewable energy infrastructure, which was
				expected to support non-mining business investment.
Although mining investment had declined in the March quarter as large liquefied natural gas (LNG)
				projects approached completion, the medium-term outlook for minin",False,No
139,2019-08-06,,Reserve Bank of Australia,coal,"ty prices had generally fallen since the previous meeting, partly in response to the escalation
				of trade tensions in early August. After more than doubling in the first half of 2019, iron ore prices
				had declined to be below US$100 per tonne. Coal and oil prices had also declined over the previous
				month. Rural commodity prices had been little changed. Members noted that the terms of trade for
				Australia in the June quarter had been higher than expected.
Domestic Economic Conditions
Tur",False,No
140,2019-07-02,,Reserve Bank of Australia,coal,"ource exports (excluding non-monetary
				gold) had fallen in the March quarter because of temporary supply disruptions. More recent data on trade
				and shipments suggested that iron ore and LNG exports had increased since the March quarter, while coal
				exports appeared to have fallen. Higher iron ore prices had supported overall export values and the
				trade surplus had increased to almost 3 per cent of GDP in the March quarter. The trade
				surplus was at its highest level, and the current",False,No
141,2019-06-04,,Reserve Bank of Australia,coal,"d since the previous meeting. Iron ore and rural prices had
				increased. The increase in iron ore prices had been underpinned by supply constraints, strong demand
				from China and an increase in steel production. On the other hand, the prices of coal, oil and base
				metals had declined. Members noted that the decline in oil prices had mainly reflected renewed concerns
				around the outlook for global oil demand.
Domestic Economic Conditions
Members noted that national accounts data for GDP gr",False,No
143,2019-04-02,,Reserve Bank of Australia,renewable energy,"nvestment had grown solidly in the December quarter, with non-residential
				construction having made the largest contribution to growth in the quarter, driven partly by strong
				growth in private sector infrastructure projects, such as roads and renewable energy. Forward-looking
				indicators, such as the substantial amount of work still to be done on private infrastructure projects,
				the relatively high level of non-residential building approvals and positive business investment
				intentions, pointed",False,No
143,2019-04-02,,Reserve Bank of Australia,coal,"ernal demand, had been subdued. Exports from China to the United States had continued to
				decline, but China's imports from the United States had increased a little over the first few
				months of 2019, after an earlier sharp decline. Australian coal shipments had continued to be affected
				by customs delays at Chinese ports.
Australia's terms of trade had increased in the December quarter to be around
				6 per cent higher over 2018. The terms of trade were expected to have increased further ",False,No
144,2019-03-05,,Reserve Bank of Australia,coal,"sector early in
						2019. Price pressures had also remained low.
					

						In commodity markets, the price of Brent crude oil had increased since the previous meeting, but
						remained around 25 per cent below its peak in October 2018. Coking coal prices had
						also risen since the previous meeting, reflecting disruptions to supply from Queensland. Iron
						ore prices had been little changed. The outlook for Australian coking and thermal coal prices
						had become more uncertain in lig",False,No
146,2020-12-01,,Reserve Bank of Australia,coal,"tions had affected imports
					(as they had in a number of economies). The imposition by Chinese authorities of import bans and other
					obstacles to imports of some Australian products, particularly agricultural products and, more
					recently, coal, had also had an effect. However, it was also noted that Chinese demand for Australian
					iron ore exports remained firm.
Domestic economic developments
Turning to the domestic economy, members noted that the recovery had established reasonable mo",False,No
147,2020-11-03,,Reserve Bank of Australia,coal,"					before rebounding strongly in recent months. A pick-up in demand, extended maintenance at some
					Australian LNG facilities and disruptions to US supply had all contributed to this rebound. Meanwhile,
					global demand for thermal and coking coal had generally been subdued and prices were still around
					20 per cent below levels at the start of the year, following large declines in April.
Domestic Economic Developments
In reviewing the updated set of forecasts for the domestic economy, mem",False,No
149,2020-09-01,,Reserve Bank of Australia,coal,"ck quickly.
				Ongoing supply issues in Brazil had also supported iron ore prices. Gold prices had recently traded at
				all-time highs, partly reflecting increased investment demand in an environment of low global interest
				rates. By contrast, coal prices had been around multi-year lows, reflecting lower demand in India and
				elsewhere, and abundant global supply. In terms of key resource export volumes, members noted that
				Australian exports of iron ore to China had remained resilient in",False,No
152,2020-06-02,,Reserve Bank of Australia,coal,", authorities had
				begun to ease restrictions in May, even as the number of new cases continued to increase.
Consistent with the decline in global demand, prices for energy-related commodities, including oil,
				liquefied natural gas and thermal coal, had remained low. In contrast, prices for iron ore had increased
				over the prior month, reflecting expectations of increased infrastructure spending in China and
				elsewhere. Members noted that the increase in iron ore prices had also been dri",False,No
154,2020-04-07,,Reserve Bank of Australia,coal,"he survey in
				mid March, but this was likely to have escalated significantly by the end of March.
Monthly indicators of industrial production in China had fallen sharply in January and February,
				consistent with more timely indicators, such as coal consumption by power plants, which had remained low
				following the Lunar New Year holiday. Retail sales had also fallen sharply and property markets had
				effectively shut. Through March, there had been signs of a recovery in a range of timely ",False,No
155,2020-03-18,,Reserve Bank of Australia,coal,"ntraction in economic activity. Members considered the information available for the Chinese
						economy,
						which indicated that there had been a large contraction in economic activity in the March
						quarter. Some
						indicators, such as coal usage, suggested that economic activity in China was beginning to pick
						up,
						although it was too early to assess the extent to which activity would recover in the June
						quarter.
					
While it was not possible to provide an updated se",False,No
156,2020-03-03,,Reserve Bank of Australia,coal,"ainty about
				the size and persistence of this disruption. While industrial output was typically lower in the March
				quarter because of the Lunar New Year holiday period, production had remained at holiday levels for much
				longer than usual. Coal consumption by power plants had also remained around the low levels typical of
				the Lunar New Year period. Members noted that this had not reduced demand for coal imports, which
				suggested that there had been a significant decline in China's d",False,no
159,2021-11-02,,Reserve Bank of Australia,coal,"tment was aimed at sustaining the level of production rather than
						expanding capacity.
Australia's terms of trade had remained high, as the effect of the recent fall in iron ore prices had
						been broadly offset by increases in the prices of coal and liquefied natural gas. However, the terms of
						trade were expected to decline over the forecast period.
Members noted the rapid growth in housing prices over prior months. Price growth had been strongest for
						detached dwellings and in r",False,No
160,2021-10-05,,Reserve Bank of Australia,climate change,"d acute and, in recognition of this, financial regulators had been working
						with financial institutions to bolster their cyber resilience. Financial institutions and regulators were
						also continuing to work on managing financial risks from climate change.
Considerations for monetary policy
In considering the policy decision, members observed that the outbreak of the Delta variant of COVID-19 had interrupted the recovery of the Australian economy and the
						available data pointed to a material dec",True,yes
160,2021-10-05,,Reserve Bank of Australia,coal,"lly, supply bottlenecks and rising
						energy prices had caused measures of producer price inflation to increase to their fastest rate in many
						years. The prices of energy‐related commodities, including liquefied natural gas (LNG) and thermal coal,
						were well above the levels prevailing at the start of the year; this reflected low inventories and strong
						demand, including from a weather-related boost to electricity production in the northern hemisphere and
						strong global goods ",False,No
161,2021-09-07,,Reserve Bank of Australia,carbon emissions,"						movement, which had weighed on activity and been disruptive for some key ports. There was also
						uncertainty about the effects of a range of recent policy measures, including those aimed at curbing
						financial stability risks, reducing carbon emissions and achieving broader social objectives.
The price of iron ore had fallen from high levels in recent times as Chinese authorities intensified
						efforts to restrict steel production. However, prices for coal and liquefied natural gas had continue",True,Yes
161,2021-09-07,,Reserve Bank of Australia,coal," stability risks, reducing carbon emissions and achieving broader social objectives.
The price of iron ore had fallen from high levels in recent times as Chinese authorities intensified
						efforts to restrict steel production. However, prices for coal and liquefied natural gas had continued to
						increase in recent months alongside strength in industrial output in China and elsewhere, and a boost to
						electricity demand from an unseasonably warm northern hemisphere summer. As a result, Aus",True,yes
163,2021-07-06,,Reserve Bank of Australia,coal,"					United States, where substantial fiscal stimulus continued to support demand.
Australia's terms of trade were expected to have reached near record levels in the June quarter, led
						by high iron ore prices and a sharp rebound in the price of coal. Strong underlying demand from China and
						steel producers in other countries had continued to underpin high iron ore prices, although prices had
						been volatile of late in response to intermittent supply concerns and efforts of Chinese auth",False,No
164,2021-06-01,,Reserve Bank of Australia,climate change,"formation from liaison with banks suggested that,
					while businesses' appetite to borrow had increased somewhat, many businesses had little immediate
					need to borrow and demand for credit remained uneven.
Members discussed the implications of climate change for monetary policy and the Bank's
					financial stability mandate through its effects on the economy and the financial system. Members noted
					that, both in Australia and abroad, the private sector had begun responding to climate risks in a
			",True,Yes
164,2021-06-01,,Reserve Bank of Australia,carbon emissions,"ancial product is ‘sustainable’. Members noted that
					particular taxonomies could become very influential in global financial markets, and these will have an
					important bearing on the cost and availability of financing the transition to lower carbon emissions
					for Australia.
Considerations for monetary policy
In considering the policy decision, members observed that the global economic recovery from the
				pandemic had continued and the outlook was for strong growth in output in 2021 and the followi",True,yes
164,2021-06-01,,Reserve Bank of Australia,green finance,"nomy and the financial system. Members noted
					that, both in Australia and abroad, the private sector had begun responding to climate risks in a
					number of ways, including by increasing disclosure of climate-related risks and developing
					‘green finance’ products. Central banks and financial regulators had been actively
					accounting for climate-related risks in carrying out their policy and regulatory responsibilities.
					Domestically, the Bank is working closely with other Council of Financia",True,Yes
164,2021-06-01,,Reserve Bank of Australia,climate risk,"ions of climate change for monetary policy and the Bank's
					financial stability mandate through its effects on the economy and the financial system. Members noted
					that, both in Australia and abroad, the private sector had begun responding to climate risks in a
					number of ways, including by increasing disclosure of climate-related risks and developing
					‘green finance’ products. Central banks and financial regulators had been actively
					accounting for climate-related risks in carrying out t",True,Yes
166,2021-04-06,,Reserve Bank of Australia,climate change,"bers agreed that it would be important to watch carefully for increased risk-taking by lenders and
					any deterioration in lending standards and larger shares of higher-risk loans.
Members agreed to have a broader discussion of the implications of climate change for financial
					stability in coming months.
Considerations for monetary policy
In considering the policy decision, members observed that the rollout of COVID-19 vaccines was supporting the recovery of the global economy. While the
					path ahead",True,yes
167,2021-03-02,,Reserve Bank of Australia,coal,"s globally and the upturn in industrial
				production, particularly in China and elsewhere in east Asia, had continued to support commodity prices.
				Iron ore prices remained at high levels and the prices of many other commodities, including oil, coal
				and base metals, had increased strongly in recent months. The rebound in energy prices had been
				supported by cold weather in the northern hemisphere and the strong recovery in industrial production;
				base metals prices had also benefited ",False,No
170,2022-11-01,,Reserve Bank of Australia,coal,"ther in the northern hemisphere autumn helped to reduce demand relative to previous years; prices
						were, however, still above levels prevailing before the pandemic. A similar pattern of price decline had
						occurred in the market for thermal coal, though the price was still several times pre-pandemic levels.
						Prices of industrial-related commodities, including base metals and iron ore, had fallen to levels seen
						at the beginning of 2022.
Labour markets in most advanced economies ha",False,no
171,2022-10-04,,Reserve Bank of Australia,climate change,"f a decline in
						lending standards, it was important that lending standards remained prudent.
Finally, members discussed the Bank’s ongoing involvement in work streams addressing the financial
						stability risks associated with cybercrime and climate change. The recent cyber-attack on Optus
						underscored the importance of organisations having effective cyber resilience and recovery plans. In
						conjunction with other agencies comprising the Council of Financial Regulators, the Bank had participa",True,Yes
171,2022-10-04,,Reserve Bank of Australia,green finance," of climate change and associated policies, including the modelling of
						physical and transition risks and scenario analysis. In addition, the Bank continued to engage in
						international forums on the development of consistent standards for ‘green finance’ and the
						reporting of climate-related disclosures, which was relevant to its ongoing analysis of the cost and
						availability of finance in Australia.
Considerations for monetary policy
In considering the policy decision, members noted that",True,Yes
171,2022-10-04,,Reserve Bank of Australia,transition risk,"ons to navigate
						significant cyber-related disruptions. The Bank also continued to progress work on the economic and
						financial stability implications of climate change and associated policies, including the modelling of
						physical and transition risks and scenario analysis. In addition, the Bank continued to engage in
						international forums on the development of consistent standards for ‘green finance’ and the
						reporting of climate-related disclosures, which was relevant to its ongoing ",True,Yes
171,2022-10-04,,Reserve Bank of Australia,coal,"e packages had lowered
						the expected near-term peaks in headline inflation stemming from higher energy costs, the scale of the UK
						fiscal stimulus was expected to add to inflationary pressures over the medium term.
European gas and thermal coal prices had fallen significantly over the prior month owing to the commitment
						to implement energy rationing and the imposition of a windfall tax on non-gas energy generation,
						including from coal. Nevertheless, prices remained many times h",False,No
172,2022-09-06,,Reserve Bank of Australia,coal,"n
						were exacerbating the outlook for steel production, which had already been constrained by government
						production caps. Iron ore prices had declined towards the bottom of their range over the past two years.
					
Members noted that high coal and gas prices were supporting Australia’s terms of trade at record
						levels. In contrast to other energy commodities, crude oil prices were well below their peaks following
						Russia’s invasion of Ukraine. This decline reflected concerns abo",False,No
173,2022-08-02,,Reserve Bank of Australia,climate change,"ance, such as private equity and non-bank finance, although these sources of funds remained
						modest compared with bank lending.
Members discussed recent developments in the management of climate-related financial risks. They observed
						that climate change and other sustainability considerations have become more prominent in the decisions
						of investors and that there is potential for climate-risk considerations to influence the cost and
						availability of financing for Australian entities. The",True,Yes
173,2022-08-02,,Reserve Bank of Australia,coal,"					higher interest rates dampened demand.
Members observed that many non-energy commodity prices had declined as the global growth outlook was
						revised lower, and were back around their levels at the beginning of the year. Iron ore and coking coal
						prices had fallen since mid-June, reflecting increased concerns about the outlook for the Chinese
						property market. Oil prices had also been lower over this period. By contrast, gas and thermal coal
						prices had risen owing to develop",False,No
175,2022-06-07,,Reserve Bank of Australia,coal,"atile. Limited spare capacity in global oil refining at a
						time of strengthening demand had boosted refinery margins, in turn feeding into higher retail fuel
						prices. Global gas prices had eased from peaks earlier in the year while thermal coal prices had
						increased further, reflecting a boycott of Russian coal by some countries and the substitution of gas
						with coal by electricity producers in Asia. Agricultural commodity prices had also increased,
						particularly wheat as di",False,No
177,2022-04-05,,Reserve Bank of Australia,coal,"kraine are likely to be material, but
						difficult to predict.
The effect of the invasion of Ukraine on commodities markets had been most pronounced in energy,
						reflecting Russia's role as a significant supplier of natural gas, crude oil and coal. Higher energy
						prices had raised costs for transport, electricity, base metals and other energy-intensive production. In
						addition, the invasion had disrupted global food supplies as Russia and Ukraine are significant producers
						of w",False,No
180,2023-12-05,,Reserve Bank of Australia,coal,"operty developers.
Nonetheless, the continued positive information about the Chinese economy outside the property sector had
						supported iron ore prices, which had increased a little over the prior month and remained at high levels.
						Coking coal prices had fallen as supply disruptions in Australia had been resolved. Oil and gas prices
						had declined further over the prior month, as demand had eased in line with slower global growth and amid
						signs that the Hamas–Israel conflict see",False,No
180,2023-12-05,,Reserve Bank of Australia,oil and gas,"Chinese economy outside the property sector had
						supported iron ore prices, which had increased a little over the prior month and remained at high levels.
						Coking coal prices had fallen as supply disruptions in Australia had been resolved. Oil and gas prices
						had declined further over the prior month, as demand had eased in line with slower global growth and amid
						signs that the Hamas–Israel conflict seemed not to be spreading more widely
						across the region. Oil prices were around ",False,No
182,2023-10-03,,Reserve Bank of Australia,climate change,"from outside the financial system. Such threats include
						cyber-attacks, the potential for an escalation in geopolitical tensions that cause severe disruptions to
						trade and international capital flows, and the effects of, and responses to, climate change.
Considerations for monetary policy
In turning to the policy decision, members noted that inflation remained well above target and was
						expected to do so for some time. Services price inflation remained sticky, and fuel prices were adding to
		",True,Yes
182,2023-10-03,,Reserve Bank of Australia,coal,"key risk to the global outlook.
Despite the weakness in the property sector, Chinese steel demand had been resilient owing to ongoing
						demand from infrastructure and manufacturing investment. This had helped to support iron ore and coking
						coal prices. Coking coal prices had also benefited from solid demand from India and some supply
						disruptions in Australia.
Domestic economic conditions
Turning to the domestic economy, members noted that inflation had continued to moderate from its ",False,No
184,2023-08-01,,Reserve Bank of Australia,coal,"ent of the shift was
						uncertain, and authorities continued to emphasise the containment of risks. Iron ore prices had increased
						in response to an expectation of further targeted stimulus for the property sector. By contrast, thermal
						coal prices had declined, partly because of weak industrial demand in China.
Members observed that growth in Australia’s major trading partners was expected to be lower than
						forecast in May, at around 3¼ per cent in 2023 and 3 per cent in 2024 – we",False,no
186,2023-06-06,,Reserve Bank of Australia,coal,"for global growth had led to falls in a range of
						commodity prices since the start of the year. Bulk commodity prices had declined and were now close to
						pre-pandemic levels. Prices of energy commodities had declined the most, with thermal coal and spot
						prices for liquified natural gas falling in response to relatively high levels of inventories and broader
						concerns about the outlook for growth. Oil prices had also fallen. If sustained, these declines would
						further dampen",False,No
187,2023-05-02,,Reserve Bank of Australia,coal,"thening. Housing demand had increased, with new sales well above their recent trough and prices for
						new housing rising in most cities. Despite this, concerns about the outlook for Chinese steel production
						had affected iron ore and coking coal prices received by Australian exporters over the preceding month.
						Global oil and gas prices had also fallen during April.
Domestic economic conditions
Turning to the domestic economy, members noted that inflation had eased in the March quarter",False,No
187,2023-05-02,,Reserve Bank of Australia,oil and gas," and prices for
						new housing rising in most cities. Despite this, concerns about the outlook for Chinese steel production
						had affected iron ore and coking coal prices received by Australian exporters over the preceding month.
						Global oil and gas prices had also fallen during April.
Domestic economic conditions
Turning to the domestic economy, members noted that inflation had eased in the March quarter, confirming
						the staff assessment that inflation had passed its peak. Despite this, i",False,No
188,2023-04-04,,Reserve Bank of Australia,coal,"uncement by the Organization of the
						Petroleum Exporting Countries in early April of forthcoming production cuts; oil prices remained around
						30 per cent below their peak level following Russia’s invasion of Ukraine in February
						2022. Coal and gas prices had also declined, but they remained well above levels that had prevailed in
						the years prior to the invasion. The iron ore price had declined a little and base metals prices had been
						broadly stable.
Domestic economic devel",False,No
189,2023-03-07,,Reserve Bank of Australia,coal,"olicy priorities of Chinese policymakers for the
						coming year, which included a growth target of 5 per cent and a headline general government
						deficit of 3 per cent.
The stronger outlook for Chinese demand had supported iron ore and coking coal prices owing to the more
						positive outlook for Chinese steel production. Coking coal prices had increased further in February to be
						back in line with thermal coal prices, although this partly reflected supply disruptions in Queensland.
		",False,No
190,2023-02-07,,Reserve Bank of Australia,coal,"sures would support activity in the property sector, which had been very
						weak.
The earlier reopening and other policy shifts in China had also led to expectations for higher steel
						production, and had lifted prices for iron ore and coking coal. These increases stood in contrast with
						the developments in most other commodity prices, which were below their recent peaks. Gas prices and
						thermal coal prices were sharply lower than a few months earlier, partly because favourable wint",False,No
192,2024-05-07,,Reserve Bank of Australia,coal,"le to a
						rise in net exports. Members noted, however, that conditions in the property market remained very weak
						and that policy support would still be needed to offset the resulting drag on GDP growth. The prices of
						iron ore, coking coal and base metals had all risen since the previous meeting, due to some combination
						of a stronger economic outlook for China and constrained supply. The staff forecast for trade-weighted
						growth in Australia’s major trading partners had bee",False,No
194,2024-02-06,,Reserve Bank of Australia,coal,"ly offset by continued
						strength in manufacturing investment and further policy support for infrastructure investment. Additional
						policy measures had supported Chinese steel production and, in turn, the prices of iron ore and coking
						coal received by Australian exporters.
Domestic economic conditions
Members observed that inflation in Australia had moderated, with both headline and underlying inflation
						lower in the December quarter 2023 than had been expected three months prior",False,No
201,2023-09-20,,Bank of Canada,oil and gas,"They noted that special factors such as volatility in aircraft imports can have an outsized impact on business investment data. One-off factors held back output in the second quarter. These factors included wildfires, which particularly affected the oil and gas and mining sectors and reduced economic growth by around 0.5 percentage points. As well, strikes in the public sector were estimated to have lowered quarterly growth by about 0.25 percentage points.
The Governing Council also discussed the housing s",False,No
219,1998-05-22,,Bank of Japan,coal," a 2-trillion yen special income tax reduction. Furthermore, the government was discussing the implementation of drastic measures as necessary, attaching importance to the outline of the comprehensive economic stimulus package drawn up by the ruling coalition parties in late March.
(3) The government was taking various measures to address the financial system problem and the cautious lending attitude of financial institutions. It was important that the Bank of Japan, for its part, should reduce fina",False,No
220,1998-04-30,,Bank of Japan,coal," of economic measures implemented by the government, such as the supplementary budget for fiscal 1997, which included a special income tax reduction, and the financial system stabilization measures.  The representative also explained that the ruling coalition parties were discussing the possible implementation of additional economic stimulus packages.  Further, the member reported that the government was giving top priority to the early passage of the fiscal 1998 budget and its smooth implementation",False,no
248,2000-11-22,,Bank of Japan,coal,"ould slow considerably in the future and the yen's real effective exchange rate was rising.  Fourth, it was likely that Japan's wholesale price indexes would decline year on year in fiscal 2001 when the effects of the rise in prices of petroleum and coal products would subside.  And fifth, the downward trend of the consumer price index (CPI) was expected to continue for a while because of the continuing decline in the cost of rented accommodation reflecting the deterioration of the supply and demand",False,No
311,2005-01-24,,Bank of Japan,coal,"ces (1995 base), as well as domestic corporate goods prices, were increasing year on year.  One member said that prices of steel plates were forecasted to rise further in fiscal 2005 due to the surge in shipping charges and the increase in prices of coal and iron ore.  Moreover, this member expressed the view that there was less room than in the past for further absorbing the rise in costs through higher productivity.  Therefore, firms might have to decide at some point in the future whether they wo",False,No
331,2005-10-17,,Bank of Japan,oil and gas,"ation rate continued to be on a moderate but steady rising trend from a longer-term perspective.  The effects of the hurricane in late August on the U.S. economy were difficult to estimate at this point, but a possible prolonged period of high crude oil and gasoline prices and the potential negative effects on consumer and business confidence were cause for concern.
The euro area economy remained sluggish, although exports were picking up partly due to depreciation of the euro.
With regard to East Asian ec",False,No
